foundation_ein,foundation_name,state,website_url,total_assets,annual_giving,total_grants_made,pf_to_pf_grant_count,pf_to_pf_total_amount,ca_grant_count,veteran_grant_count,veteran_grant_amount,target_grant_count,lasso_score,open_to_applicants,gives_in_ca,funds_pfs,latest_tax_year,source,known_funder,filter_passes,failed_filters,description,phone,app_contact_email,app_contact_name
271516281,JEFFREY AND DEBRA BOSLAND FAMILY FOUNDATION INC,NJ,N/A,851780,83355,88,0,0,3,2,2250,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9082469823,,
306330584,Jack and Irma Hoornstra Foundation,FL,N/A,3347607,145800,64,0,0,3,2,16000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3522461526,,
363321315,MR AND MRS GEORGE W TAYLOR FOUNDATION,IL,N/A,4453165,1795807,61,0,0,3,2,275000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8152228886,,
364121220,Al and Carole Feiger Family Foundation,IL,https://realpeoplesearch.com/people/c/42/10000,771974,35515,87,0,0,3,2,200,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Miscellaneous,8476530268,,
364475641,CORBIN A & DORICE S McNEILL FOUNDATION,WY,,1733795,272110,99,0,0,3,2,4500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3077339278,,
452122969,RK Foundation,DE,,9313,173113,135,0,0,3,2,10022,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8008391754,requests@foundationsource.com,RK Foundation
462343119,KING FAMILY FOUNDATION INC,SC,N/A,2332295,342770,77,0,0,3,2,350,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,BOOK TAX DIFFERENCES,8433892731,,
472082155,Kozmetsky Family Foundation,TX,https://www.philanthropysouthwest.org/redhen/org/3589,65972325,2346386,74,0,0,3,2,230000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,N/A,2144629000,,
546461406,McCarthy Family Charitable Foundation,VA,N/A,848872,10602,42,0,0,3,2,1500,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7034733883,,
742905939,THE ROBERT SCHWAN-ANNE KRIESCHER,TX,N/A,1433012,48900,83,0,0,3,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,DISTRIBUTION RECEIVABLE PMF TEI,3615618000,,
760345480,KHUSHALANI FOUNDATION,TX,N/A,449931,22814,85,0,0,3,2,1000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2818521833,,
814791103,THE RINA AND BHARAT PARIKH FOUNDATION INC,FL,N/A,3426701,93083,47,0,0,3,2,50001,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9083096655,,
823805319,THE LOW FAMILY FOUNDATION,UT,N/A,10050051,292000,37,0,0,3,2,65000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8019498348,,
853944160,MST FAMILY FOUNDATION,VA,N/A,300885,7673,68,0,0,3,2,524,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8043998098,,
873551350,LEWIS HOUSE FOUNDATION,RI,N/A,149595,11710,97,0,0,3,2,750,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,OTHER FEES,7813662788,,
880943479,THE MCSHANE FOUNDATION,VA,MCSHANEFOUNDATION.ORG,2416270,7200,7,0,0,3,2,1500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7034379720,,
208460965,MARILYN KASS CICERO AND ARTHUR BCICERO TZEDAKAH FOUNDATION INC,MA,,87982,5950,58,0,0,2,2,310,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,,,
223771413,LUKAJ FOUNDATION INC,CT,N/A,6932922,150120,160,0,0,2,2,8000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2038617126,,
223846170,THE MAHAN COLLECTION FOUNDATION INC,NJ,THEMAHANCOLLECTION.ORG,7245456,4026,4,0,0,2,2,2660,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9086969001,,
232905105,PAUL & ANNE SMIY FAMILY FOUNDATION,VA,N/A,4949439,153604,216,0,0,2,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8045513253,,
261462775,THE 1830 FAMILY FOUNDATION 2138-00-42,PA,https://www.accuweather.com/en/us/philadelphia/19102/weather-forecast/350540,16804987,364600,177,0,0,2,2,2500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,BASIS ADJ,2154196000,,
261636123,THE ARENA ENERGY FOUNDATION,TX,https://www.grantable.co/search/funders/profile/the-arena-energy-foundation-us-foundation-261636123,70265,140179,129,0,0,2,2,35000,2,,False,True,False,2023,both,False,1,Open to Applicants; PF-to-PF Grants,BANK FEES,2816819500,,
262661000,Williams Childrens Foundation Inc,FL,https://napleschildrenfoundation.org,1597898,59444,90,0,0,2,2,300,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6784272226,,
263844575,THE MARSHALL C CROUCH III &,CO,https://www.allbiz.com/business/the-marshall-c-crouch-iii-and-jane-r,262955,7000,8,0,0,2,2,4000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3038829731,,
272487933,MICHIGAN FIRST FOUNDATION INC,MI,WWW.MICHIGANFIRSTFOUNDATION.COM,39830,124000,338,0,0,2,2,2000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,GOLF OUTING FUNDRAISING EVENT EXPENSES,2483954012,,
272748046,KOLAR CHARITABLE FOUNDATION,DC,N/A,,48962,58,0,0,2,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2023498000,,
356876236,LANBRO FOUNDATION,SC,https://eintaxid.com/company/356876236-lanbro-foundation-tr,181144,31053,173,0,0,2,2,228,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,BROKER FEES,,,
364332914,JUDY & JOHN GRAFF CHARITABLE FOUNDATION,IL,N/A,278431,13081,41,0,0,2,2,4000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8156377619,,
436320310,JOHN K AND ELLEN A WALLACE CHARITABLE,MO,N/A,411721,106030,135,0,0,2,2,108000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3143952215,,
461457526,FLEET ADVANTAGE FOUNDATION INC,FL,N/A,19378,114857,70,0,0,2,2,7500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9546154400,,
464616018,THE MICHAEL & JODY PETRIE FOUNDATION INC,IN,N/A,5552679,227740,81,0,0,2,2,3000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3175697420,MPETRIE@PRMIC.COM,MICHAEL F PETRIE
473185660,RENEE FLEMING FOUNDATION,VA,,2497900,60380,28,0,0,2,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,,,
510208796,LOUIS & LILLIAN GLAZER FAMILY FOUNDATION,LA,N/A,1112473,50534,161,0,0,2,2,500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5048847542,,
522007618,HAM JR FAMILY FOUNDATION INC,MD,https://www.localconditions.com/weather-brandywine-maryland/20613/traffic.php,36517,6500,37,0,0,2,2,1400,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,MANAGEMENT FEES,3013722943,,
541394736,THE O'SHAUGHNESSY-HURST MEMORIAL,VA,N/A,9073233,330748,84,0,0,2,2,35000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,COMPUTER SERVICE,7037779563,,
582174805,JC AND JEWEL MCMULLEN CHARITABLE,GA,N/A,130552,16080,85,0,0,2,2,600,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,INTEREST INCOME,2294602041,,
611816821,THE GOODMAN FAMILY OPERATING FOUNDATION,MN,N/A,331951915,76133,42,0,0,2,2,30000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9523618000,,
746422347,LOUIS M AND LAURA K ALPERN FOUNDATION,TX,N/A,415129,16760,23,0,0,2,2,3600,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9158955300,,
752764879,HUBBARD FAMILY FOUNDATION INC,TX,N/A,3837543,85800,149,0,0,2,2,3500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8172518660,,
760538400,CHARLES & MELISSA DAVIS CHARITABLE,TX,N/A,,2013457,46,0,0,2,2,50000,0,,False,True,False,2020,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7136221080,,MELISSA DAVIS
800160777,V&S Foundation Inc,MD,N/A,103510,205787,158,0,0,2,2,40200,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2406433506,,
813810125,SPENCER M PARTRICH CHARITABLE FOUNDATION,MI,N/A,21659,93500,85,0,0,2,2,525000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,ANNUAL REPORT,2488512700,,
814753149,THE KELEMEN FOUNDATION,CA,N/A,132511,940,5,0,0,2,2,6500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9492315022,,
833795451,SAVE OUR SMILES,CA,SAVEOURSMILES.ORG,36788,940,2,0,0,2,2,4700,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4153821040,,
842771985,MARK & MIMI JERGENS FOUNDATION,MT,N A,,9946,68,0,0,2,2,150,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,gifts,4063706563,,
866057575,PAULIN FOUNDATION,AZ,N/A,581965,16960,35,0,0,2,2,1000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2175206299,,
873567055,ARTHUR FRENCH FAMILY FOUNDATION,CA,N/A,4864236,35000,3,0,0,2,2,150000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6507590540,,
954506411,Buehler Family Foundation,TX,N/A,1559637,17000,10,0,0,2,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8179468028,,
061410177,THE STUART L HIGLEY FOUNDATION INC,CT,N/A,1135636,35569,44,0,0,1,2,9000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2039663507,,
113270612,FRANK CASSATA FAMILY FOUNDATION,FL,WWW.CASSATAFOUNDATION.COM,518461,15117,45,0,0,1,2,5500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9419230792,,DANIELLA SALVATORE
137019761,Tsunami Foundation,DE,,25949206,945000,108,0,0,1,2,100000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8008391754,,
201891577,THE CHRISMAN FOUNDATION,UT,N/A,913571,157406,89,0,0,1,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4357230403,,
203920665,MARGARET AND FOSTER MADELEY FAMILY,TX,https://www.mccfoundation.org/home/funds,1800342,82635,31,0,0,1,2,6000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,AR - PRIOR YEAR INCOME,2143843683,,
205580617,Neil Schlussel Family Foundation,VA,https://samandsons.net/foundation-repair-in-annandale-va,353100,15481,50,0,0,1,2,1750,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Postage,7036980273,,
226025623,ARTHUR VENNERI FOUNDATION,NJ,N/A,79304,8757,84,0,0,1,2,500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9082336176,,
256794527,THE LLOYD V GUILD CHARITABLE,PA,N/A,6599307,413400,92,0,0,1,2,11000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4128542584,,
261997839,ANNA C MACASKILL SCHWAB AND DWIGHT L SCHWAB,KS,,2709128,130000,48,0,0,1,2,35000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9136630823,,
271299204,Osborne Family Foundation,WA,https://b2bhint.com/lt/company/us-wa/osborne-family-foundation--602963373,191105,240964,9,0,0,1,2,120000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Bank Charges,2067788795,,
272130760,JAMES FAMILY FOUNDATION INC,OH,,153594,43471,40,0,0,1,2,2000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6147296113,,
276691759,ROBERT CHARLES GUIDRY SR CHARITABLE TRST,LA,https://www.vincentfuneralhome.net/obituaries/492691,1357754,64397,231,0,0,1,2,550,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,AMORTIZATION,3373445929,,
306461339,His Helping Hand Foundation,FL,https://www.grantable.co/search/funders/profile/his-helping-hand-foundation-us-foundation-306461339,1110839,68260,52,0,0,1,2,7000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Prior Period Cost Adjustment,9042857849,,
330759830,THE JAQUISH & KENNINGER FOUNDATION,TX,JAQUISHKENNINGERFOUNDATION.ORG,10586632,522000,40,0,0,1,2,40000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7752207035,,
363403692,C Gary and Virginia Gerst Foundation,IL,N/A,2784824,169233,187,0,0,1,2,7500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3125685550,,
364304424,PEDERSEN FAMILY FOUNDATION,IL,WWW.PEDERSENFAMILYFOUNDATION.ORG,1834936,107448,60,0,0,1,2,7340,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6302228136,,
391703739,JPC FOUNDATION,WI,N/A,6363997,374841,285,0,0,1,2,3500,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6087546601,,
391966766,KATHLEEN & FRANK THOMETZ CHARITABLE,WI,N/A,631856,27556,172,0,0,1,2,2000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2622411923,,
421114774,WITTERN FAMILY CHARITABLE FOUNDATION,IA,https://fundsnetservices.com/iowa-grants-and-foundations,2949197,171460,209,0,0,1,2,1200,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,OTHER DECREASES,5152743641,,
431428340,THE CURRY FAMILY FOUNDATION,KS,WWW.CURRYFOUNDATIONKC.ORG,12201557,395760,190,0,0,1,2,25000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,MISC INCOME,8169312528,,
436882508,WILLIAM F AND MARY LOUISE WISCHMEYER,AZ,N/A,2636288,63380,75,0,0,1,2,7000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4805756625,,
453845691,DME Foundation,UT,https://www.trulia.com/builder-community-plan/ridgeview-goteborg-458471009,447784,48650,55,0,0,1,2,1500,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Direct Charitable Activities,8017566848,,
455239860,GAIL L BAIRD FOUNDATION INC,FL,N/A,11599275,307791,60,0,0,1,2,18210,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9413121293,,
455407668,WFA FOUNDATION INC,GA,https://www.bizapedia.com/ga/the-wfa-foundation-inc.html,134882,11993,18,0,0,1,2,6000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Annual Registration,4042546741,,
456921240,B D CHARITABLE TRUST,IA,n/a,1753845,90474,77,0,0,1,2,4000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6417925151,,
465567994,RUTH AND WARREN CLARK LEGACY FOUNDATION,TX,N/A,2024650,111498,32,0,0,1,2,250000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9729318971,,
474167906,POLARIS FOUNDATION,CA,https://www.polaris.com/en-us/polaris-foundation,263695,10773,18,0,0,1,2,6585,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,POSTAGE,4086938448,,
611435014,THE VANECH FAMILY FOUNDATION,NJ,N/A,216714,423500,76,0,0,1,2,10000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9737530100,,
650685709,GOODY TWO SHOES INC,FL,N/A,5097115,248120,117,0,0,1,2,7500,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7188516652,,BARRY SCHNITTMAN
710914470,APEX OIL COMPANY CHARITABLE FOUNDATION,MO,N/A,8520093,1215100,60,0,0,1,2,45000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3148899600,,
810825251,YOU GOT THIS FOUNDATION,AZ,N/A,62363,25803,72,0,0,1,2,250,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5208866981,,
811108977,CARTER COMMUNITY FOUNDATION,OK,N/A,2908,5746,61,0,0,1,2,1000,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,4059477700,,
822199143,KADILHEN FOUNDATION,SC,N/A,2478483,127078,37,0,0,1,2,14000,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,UNREALIZED GAIN,8437304658,,
831617241,DESTINATION CONSHOHOCKEN,PA,N/A,3404,3841,40,0,0,1,2,650,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,6103063639,,
831645192,THE RABBITT WHALEN FAMILY FOUNDATION,MD,N/A,3166006,537977,85,0,0,1,2,1600,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,2404983104,,
833118099,PEOPLE'S BANK OF COMMERCE FOUNDATION,OR,N/A,651094,166048,121,0,0,1,2,101000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,5417747665,,
841282612,LYLE L AND CONNIE L BLESSMAN FOUNDATION,CO,,972,6220,15,0,0,1,2,700,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,,3035881496,,
844207500,LEATHERNECKS MC HAWAII,HI,www.lmcihawaii.com,11668,390,3,0,0,1,2,1800,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,Membership Dues,8434769046,,
844285135,THE BETH C AND HENRY E ADAMS PRIVATE FOUNDATION INC,NY,N/A,82717,229159,80,0,0,1,2,45000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,8452911900,,
851968667,IRVINE FAMILY CHARITABLE FOUNDATION,OK,N/A,269,1977,8,0,0,1,2,900,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,,9183141696,,
860570384,ROLAND AND JOAN HOCH FOUNDATION,AZ,,21088,2659,60,0,0,1,2,150,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,INVESTMENT IN MUTUAL FUNDS,5207302125,,
881447384,LOKRE FOUNDATION,TX,N/A,140914,9153,10,0,0,1,2,5015,0,,False,True,False,2024,keyword,False,1,Open to Applicants; PF-to-PF Grants,EXPENSES,9134511178,,
900924552,The Neurological Injury Research and,FL,N/A,302768,8200,3,0,0,1,2,38000,0,,False,True,False,2022,keyword,False,1,Open to Applicants; PF-to-PF Grants,,7274421200,,
996002356,MCINERNY FOUNDATION--,HI,WWW.BOH.COM/SITES/FOUNDATION/INDEX.ASP,127380454,4286611,276,0,0,1,2,50000,0,,False,True,False,2023,keyword,False,1,Open to Applicants; PF-to-PF Grants,PREPAID RENT & RPT,8086944399,,
043357627,MARTIN SALOMON MORTON AND,FL,N/A,558106,20200,53,0,0,0,2,6000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6177217887,,WALTER ANGOFF TRUSTEE
043466878,RCB Charitable Foundation Inc,MA,https://readingcoop.com/about/in-the-community,929128,82246,145,0,0,0,2,750,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,7819425000,,Kerry Ranieri Gladys Martinez or Da
046036092,THEODORE EDSON PARKER FOUNDATION,MA,PARKERFOUNDATIONLOWELL.ORG,32196958,913403,155,0,0,0,2,40000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6173140417,,KAREN CARPENTER
046047069,SYLVESTER MEMORIAL FUND,MA,N/A,242054,10728,98,0,0,0,2,78,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,7816082473,,VIRGINIA H MURRAY
046063152,ROGERS FAMILY FOUNDATION,MA,WWW.ROGERSFAMILYFOUNDATION.COM,21949955,697690,370,0,0,0,2,15000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6174267080,,GMA FOUNDATIONS INC
046384983,GEORGE H & JANE A MIFFLIN MEMORIAL FUND,MA,HTTP://MIFFLINMEMORIALFUND.ORG,21302561,1849800,460,0,0,0,2,50000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,6175236531,,LAWRENCE COOLIDGE
050368103,ROY T MORGAN FOUNDATION INC,RI,https://www.easterseals.com/rhodeisland/who-we-are/news/press-releases/2014/2014-Roy-T-Morgan-10000.html,3049815,218325,74,0,0,0,2,12000,5,,True,False,False,2024,both,False,1,CA Geography; PF-to-PF Grants,Excise Tax Refund,4017511500,,ROY T MORGAN FOUNDATION
061201236,GREATER HARTFORD AUTOMOBILE DEALERS,CT,https://www.hartfordtoyota.com,911974,22100,152,0,0,0,2,3000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,GALA EXPENSES,8602932500,,SARAH FRYXELL
150543615,Tioga County Senior Citizens Foundation,NY,https://tcseniorfoundation.com,1101846,44611,172,0,0,0,2,10391,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,NONE,6076870229,,Tioga County Senior Citizens Founda
156017859,THE STANLEY W METCALF FOUNDATION INC,NY,https://swmetcalffoundation.com,10782131,752402,189,0,0,0,2,9500,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,OIL ROYALTIES,3152539321,,JOHN LATANYSHYN
166052246,DE FRENCH FOUNDATION INC,NY,https://swmetcalffoundation.com,4196431,283858,133,0,0,0,2,13000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,TANGIBLE ASSETS,3152539321,,JOHN LATANYSHYN
200476138,THE KEETER FOUNDATION,TX,N/A,273018,140979,57,0,0,0,2,2000,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9032388822,,J PHILLIP KEETER
200520043,NICKLIES FOUNDATION INC,KY,N/A,3544231,129957,195,0,0,0,2,21800,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,LEASING COMMISSIONS,5024230072,,DAVID W NICKLIES
202531733,FIRST FEDERAL OF NORTHERN MICHIGAN,MI,N/A,,114042,169,0,0,0,2,1750,0,,True,False,False,2023,keyword,False,1,CA Geography; PF-to-PF Grants,,9893569041,,MICHAEL MAHLER
202790169,Karl and Mildred Niekamp Charitable Foundation,WV,https://www.allbiz.com/business/karl-and-mildred-niekamp-char-fdn-304-242-2300,2516532,163400,74,0,0,0,2,25000,0,,True,False,False,2024,keyword,False,1,CA Geography; PF-to-PF Grants,Philadelphia Insurance CO D&O,3042422300,rkrall@hmhy.com,Robert J Krall
