ein,organization_name,contact_first_name,contact_email,state,ntee_code,mission_description,email_quality_tier,foundation_count,display_count,sector_label
464980002,FILLING IN THE BLANKS INC,Douglas,info@fillingintheblanks.org,CT,P60,"FILLING IN THE BLANKS (""FITB"") AIMS TO FIGHT CHILDHOOD HUNGER BY PROVIDING CHILDREN IN NEED WITH MEALS ON THE WEEKENDS. FITB STRIVES TO STRENGTHEN AND EMPOWER HEALTHY COMMUNITIES BY INCREASING ACCESS TO HEALTHY FOOD, SPECIFICALLY FOR LOW-INCOME CHILDREN AND THEIR FAMILIES. FITB FULFILLS THIS MISSION BY DELIVERING MEALS DIRECTLY TO CHILDREN FROM LOW-INCOME FAMILIES EACH WEEKEND TO BRIDGE THE GAP WHEN THEY ARE NOT RECEIVING NUTRITION FROM THEIR SCHOOLS, AFTER-SCHOOL PROGRAMS, OR CAMPS. THE EXPECTED OUTCOME IS TO REMOVE ONE WORRY FROM THEIR LIVES, PUT THEM ON MORE EQUAL GROUND WITH THEIR FOOD-SECURE PEERS, AND PROVIDE CONSISTENT NUTRITIONAL SUPPORT.",B,327,75,Human Services
201168284,LOVE146 INC,Robert,info@love146.org,CT,I72,Love146 journeys alongside children impacted by trafficking today and prevents thetrafficking of children tomorrow.,B,145,75,Crime/Legal
271476998,HORIZONS GREATER WASHINGTON INC,Michael,info@horizonsgreaterwashington.org,DC,O50,"HORIZONS GREATER WASHINGTON IS A TUITION-FREE ACADEMIC AND ENRICHMENT PROGRAM SERVING PUBLIC AND CHARTER SCHOOL STUDENTS IN FAMILIES FROM UNDERSERVED COMMUNITIES IN WASHINGTON, DC AND MARYLAND. THEIR MISSION IS TO ADVANCE EDUCATIONAL EQUITY BY BUILDING LONG-TERM PARTNERSHIPS WITH STUDENTS, FAMILIES, COMMUNITIES, AND SCHOOLS TO CREATE EXPERIENCES OUTSIDE OF SCHOOL THAT INSPIRE THE JOY OF LEARNING.",B,222,75,Youth Development
320355086,MBA OPENS DOORS FOUNDATION,Robert,info@mbaopensdoors.org,DC,T12,THE PURPOSE OF THE CORPORATION IS TO CREATE AND DELIVER PROGRAMS THAT PROVIDE CHARITABLE ASSISTANCE TO FAMILIES WITH CRITICALLY ILL OR INJURED CHILDREN FOR THE PURPOSE OF AIDING IN THE SECURITY OF THEIR HOMES.,B,464,75,Philanthropy
521784596,NATIONAL ASSOCIATION OF VETERANS',Ali,admin@navref.org,DC,A99Z,NAVREF'S MISSION IS TO ADVANCE THE SUCCESS OF THE VA-AFFILIATED NONPROFIT RESEARCH AND EDUCATION CORPORATIONS.,B,780,75,Arts & Culture
263356271,NATIONAL SUMMER LEARNING,Aaron,info@summerlearning.org,DC,B192,TO CONNECT AND EQUIP SCHOOLS AND COMMUNITY ORGANIZATIONS TO DELIVER QUALITY SUMMER LEARNING PROGRAMS TO OUR NATION'S YOUTH TO HELP CLOSE THE ACHIEVEMENT GAP.,B,996,75,Education
208624702,ONE WORLD EDUCATION,Eric,info@oneworldeducation.org,DC,B99,"USING A CURRICULUM DEEPLY ROOTED IN THE ARTS AND HUMANITIES, THE MISSION OF THE ONE WORLD EDUCATION IS TO TRANSFORM STUDENTS INTO WRITERS WITH VOICE, KNOWLEDGE, AND PURPOSE. OUR VISION IS THAT ALL STUDENT BECOME EFFECTIVE WRITERS AND COMMUNICATORS",B,996,75,Education
521962712,SCORE Foundation,Elizabeth,info@ScoreFoundation.org,DC,T20Z,The SCORE Foundation supports the SCORE Association in its mission to foster vibrant small business communities through mentoring and education.,B,464,75,Philanthropy
522289808,Universal Peace Federation USA Inc,Tomiko,info@us.upf.org,DC,P40,"The mission of Universal Peace Federation USA, Inc. (UPF USA) is to provide national grassroots leadership in promoting education, peace and community service initiatives affecting family and community renewal. UPF USA advances this mission by co-hosting and participating in conferences such as the American Leadership Conference series, award ceremonies such as National Parents of the Year and Ambassadors for Peace Awards, and youth volunteer programs.",B,809,75,Human Services
521826860,NATIONAL COALITION FOR HOMELESS VETERANS,Kathryn,info@nchv.org,DC,P85Z,"THE NATIONAL COALITION FOR HOMELESS VETERANS WILL END HOMELESSNESS AMONG VETERANS BY SHAPING PUBLIC POLICY, PROMOTING COLLABORATION, AND BUILDING THE CAPACITY OF SERVICE PROVIDERS.",B,809,75,Human Services
521683270,Earth Conservation Corps,Sylvia,admin@earthconservationcorps.org,DC,C30Z,"To reclaim the Anacostia River, our communities and our lives.",B,902,75,Environment
521233065,LARCHE Inc,Luke,info@larche-gwdc.org,DC,P73Z,TO PROVIDE A HOME AND THE NECESSARY TRAINING AND SUPPORT SERVICES FOR PEOPLE WITH DEVELOPMENTAL DISABILITIES.,B,809,75,Human Services
521843141,TISTO INSPIRE STRONG AFRICAN CHILDREN FUND INC,Ogechukwu,info@tisfoundation.org,DC,R190,"To revitalize high-poverty communities through the delivery of essential support services, innovative educational and workforce development programs, and creative entrepreneurship opportunities to high-need families.",B,431,75,Civil Rights
522028612,WASHINGTON AREA WOMEN'S FOUNDATION,Tamara,info@wawf.org,DC,P80,"WASHINGTON AREA WOMEN'S FOUNDATION IS A COMMUNITY-SUPPORTED FOUNDATION THAT INVESTS IN THE POWER OF WOMEN AND GIRLS OF COLOR IN THE WASHINGTON, DC AREA.",B,809,75,Human Services
824044837,CENTRI TECH FOUNDATION,Marta,info@centritechfdn.org,DC,S30,"CENTRI TECH FOUNDATION SUPPORTS LOCAL COMMUNITY DEVELOPMENT ORGANIZATIONS TO SOLVE PROBLEMS IN THEIR COMMUNITY BY BRINGING TOGETHER STAKEHOLDERS TO CREATE SUSTAINABLE ASSET BUILDING SOLUTIONS THAT YIELD LONG TERM ECONOMIC, HEALTH AND EDUCATIONAL ENHANCEMENT TO ITS RESIDENTS BY LEVERAGING TECHNOLOGY AND INNOVATIVE SOLUTIONS.",B,170,75,Community Improvement
824218205,ASH REGISTRY INC,Matthew,info@ashrc.org,DC,U20,"COLLABORATIVE PARTNERSHIPS TO ACCELERATE PROGRESS IN HEMATOLOGY, WITH THE ULTIMATE GOAL OF IMPROVING THE LIVES OF PEOPLE AFFECTED BY BLOOD DISEASES. THE FOUNDATION OF THE ASH RC IS ITS DATA REPOSITORY, THE DATA HUB. THIS TECHNOLOGY PLATFORM FACILITATES THE EXCHANGE OF INFORMATION BY AGGREGATING, AND MAKING AVAILABLE FOR INQUIRY, RESEARCH-GRADE DATA ON HEMATOLOGIC DISEASES. THE SECOND COMPONENT OF THE ASH RC IS THE SICKLE CELL DISEASE (SCD) CLINICAL TRIALS NETWORK. THE GOAL OF THE NETWORK IS TO CREATE A NETWORK OF COLLABORATING CLINICAL RESEARCH SITES TO ACCELERATE AND OPTIMIZE CLINICAL TRIALS RESEARCH IN SCD AND IMPROVE OUTCOMES FOR INDIVIDUALS LIVING WITH SICKLE CELL DISEASE.",B,89,75,Science
522007028,COLLEGE SUMMIT INC,Gary,info@peerforward.org,DC,B80,"COLLEGE SUMMIT, INC. D/B/A PEERFORWARD (PEERFORWARD)'S MISSION IS TO UNLEASH THE POWER OF POSITIVE PEER INFLUENCE TO TRANSFORM THE LIVES OF YOUTH LIVING IN LOW-INCOME COMMUNITIES BY CONNECTING THEM TO COLLEGE AND CAREERS. IN LOW-INCOME COMMUNITIES ACROSS AMERICA, PEERFORWARD CREATES A CORPS OF HIGH SCHOOL STUDENTS WHO LEAD THEIR PEERS TO AND THROUGH COLLEGE.",B,996,75,Education
202325866,OPEN CITY ADVOCATES,Penelope,info@opencityadvocates.org,DC,I40,"OPEN CITY ADVOCATES PROVIDES YOUTH-CENTERED LEGAL DEFENSE AND HOLISTIC ADVOCACY FOR YOUNG PEOPLE AFTER SENTENCING IN THE DC JUVENILE JUSTICE SYSTEM AND WORKS FOR SYSTEMIC IMPROVEMENTS TO THE JUVENILE JUSTICE SYSTEM, BOTH LOCALLY AND NATIONALLY, TO BETTER THE LIVES OF MARGINALIZED CHILDREN AND YOUTH.",B,208,75,Crime/Legal
270417089,ONE SCHOOLHOUSE INC,Brad,info@oneschoolhouse.org,DC,B90,"WE PARTNER WITH INDEPENDENT SCHOOLS TO ADVANCE THEIR DIVERSE APPROACHES TO EDUCATION, PRIMARILY THROUGH PROGRAMS FOR HIGH SCHOOL-AGED STUDENTS.",B,996,75,Education
453836775,FOOD RECOVERY NETWORK INC,Regina,info@foodrecoverynetwork.org,DC,K31,FOOD RECOVERY NETWORK UNITES STUDENTS ON COLLEGE AND UNIVERSITY CAMPUSES TO FIGHT FOOD WASTE AND FEED PEOPLE BY RECOVERING PERISHABLE FOOD THAT WOULD OTHERWISE GO TO WASTE FROM THEIR CAMPUSES AND THE SURROUNDING COMMUNITIES AND DONATING IT TO PEOPLE IN NEED.,B,392,75,Food/Agriculture
460757820,BREAKFREE EDUCATION,David,info@breakfree-ed.org,DC,O50,"BREAKFREE EDUCATION HELPS ALTERNATIVE SCHOOLS - IN COMMUNITY SETTINGS AND IN LOCKED FACILITIES- IMPLEMENT TRANSFORMATIONAL, STUDENT-FOCUSED PRACTICES, DESIGNED TO SIGNIFICANTLY IMPROVE THE LIFE CHANCES OF THE STUDENTS THEY SERVE.",B,222,75,Youth Development
526064548,FOR LOVE OF CHILDREN,Brandelyn,info@floc.org,DC,P200,"TO PROVIDE EDUCATIONAL SERVICES BEYOND THE CLASSROOM TO HELP STUDENTS SUCCEED FROM FIRST GRADE THROUGH COLLEGE AND CAREER. WE BRING TOGETHER STUDENTS, VOLUNTEERS, FAMILIES, AND COMMUNITY PARTNERS IN PROVEN PROGRAMS THAT TEACH, EMPOWER AND TRANSFORM.",B,809,75,Human Services
521759646,Stonecrest Home Arts Inc,Kathryn,info@stonecrest.org,DC,X22,"Stonecrest Home Arts provides classes and seminars for women of all ages who seek to strengthen their character, relationships, and professional undertakings. Spiritual, intellectual and practical resources focus on helping each woman whom strives for excellence in everyday life.",B,115,75,Religion
411791489,NATIONAL LESBIAN AND GAY LAW FOUNDATION,D'Arcy,info@lgbtqbar.org,DC,R260,TO PROMOTE ACTIVITIES THAT WILL ENABLE LGBTQ+ AND ALLIED ATTORNEYS TO BECOME MORE PROFICIENT IN THEIR PROFESSION; TO PROVIDE EDUCATION AND NETWORKING OPPORTUNITIES THROUGH CONFERENCES AND PROGRAMS FOR LGBTQ+ AND ALLY LEGAL PROFESSIONALS; AND STUDY AND EDUCATE THE GENERAL PUBLIC ABOUT THE LGBTQ+ COMMUNITY IN THE LEGAL PROFESSION.,B,431,75,Civil Rights
823390896,CORAZON LATINO INC,Felipe,info@corazonlatino.us,DC,M20,"CORAZN LATINO IS A NATIONAL NON-PROFIT ORGANIZATION THAT SEEKS TO GENERATE SOCIAL, ENVIRONMENTAL, AND CONSERVATION INITIATIVES THAT FOSTER NATURAL RESOURCE STEWARDSHIP. CORAZN LATINO MOBILIZES THE PASSION, LOVE, UNITY, SOLIDARITY, AND RESOURCES OF INDIVIDUALS, COMMUNITIES, ORGANIZATIONS, AND GOVERNMENT ENTITIES TO ADVANCE THE COMMON GOOD.",B,183,75,Public Safety
030472883,CASA for Children of the District of,Arika,info@casadc.org,DC,P30,"Court appointed special advocates of DC (CASA DC) promotes court-appointed volunteer advocacy so that every abused and neglected child in the DC foster care or juvenile justice system can be safe, establish permanence and have the opportunity to thrive.(Schedule O)CASA DC recruits, trains, and supervises community volunteers who regularly visit with children and their families, gather information, and advocate for the children's best interests in court. CASA DC provides a ""voice in court"" of child victims of abuse and neglect.",B,809,75,Human Services
521706529,LYDIA'S HOUSE IN SOUTHEAST,David,info@lhndc.org,DC,P20L,"TO ADDRESS THE EDUCATIONAL, ECONOMIC AND SOCIAL SERVICE NEEDS OF LOW INCOME AT-RISK FAMILIES.",B,809,75,Human Services
521155779,INTERNATIONAL STUDENT CONFERENCES INC,Lauren,info@iscdc.org,DC,Q220,"THE MISSION OF INTERNATIONAL STUDENT CONFERENCES, INC. IS TO PROMOTE PEACE BY FURTHERING MUTUAL UNDERSTANDING, FRIENDSHIP, AND TRUST THROUGH INTERNATIONAL STUDENT INTERCHANGE.",B,1105,75,International
522246995,EdgewoodBrookland Family Support Collaborative,Ronald,info@ebfsc.org,DC,P40,"The Edgewood Brookland Family Support Collaboratives mission is to strengthen families and build vibrant communities. E/BFSC was founded in 1996 and has evolved over the past 20 years as a key community-based resource for families and provides a range a family strengthening, workforce development, housing stabilization and school based programs.",B,809,75,Human Services
202897226,IMMIGRANT INVESTORS ASSOCIATION INC,Robert,info@iiusa.org,DC,S41,TO PROMOTE USE OF THE EB-5 REGIONAL CENTER PROGRAM FOR ECONOMIC DEVELOPMENT.,B,170,75,Community Improvement
800061139,HEURICH HOUSE FOUNDATION,Austin,info@heurichhouse.org,DC,A54,"THE HEURICH HOUSE MUSEUM EXPLORES THE AMERICAN DREAM THROUGH THE LEGACY OF GERMAN IMMIGRANT CHRISTIAN HEURICH AND HIS WASHINGTON, DC BREWERY, AND CREATES A JUST PATH TO SUCCESS FOR LOCAL SMALL-SCALE MANUFACTURERS.",B,780,75,Arts & Culture
520961226,THE HILL PRESCHOOL INC,Danielle,info@thehillpreschool.org,DC,B210,"THE HILL PRESCHOOL PROVIDES HIGH QUALITY CHILD CARE AND DEVELOPMENT AND ASSISTS PRE-SCHOOL AGED CHILDREN TO LEARN THROUGH CREATIVE CURRICULUM AND THEME-BASED INSTRUCTION, PLAY AND SOCIALIZATION.",B,996,75,Education
521773753,AMERICAN INTERNATIONAL HEALTH ALLIANCE,David,info@aiha.com,DC,Q99Z,AIHA'S MISSION IS TO STRENGTHEN HEALTH SYSTEMS AND WORKFORCE CAPACITY THROUGH LOCALLY DRIVEN PARTNERSHIPS WITH SUSTAINABLE SOLUTIONS.,B,1105,75,International
980157176,ECOPEACE MIDDLE EAST ENVIRONMENTAL,Aiman,info@ecopeaceme.org,DC,Q20,"MIDDLE EASTERN ENVIRONMENTAL ISSUES: TO EVALUATE AND MONITOR ENVIRONMENTAL ISSUES IN THE MIDDLE EAST AND PROVIDE CONSULTING SERVICES FOR PUBLIC ORGANIZATIONS INVOLVED IN SOCIAL AND ECONOMIC DEVELOPMENT, EDUCATION AND HEALTH SERVICES.",B,1105,75,International
521639499,Tiny Findings Inc,Sonia,admin@tinyfindingscdc.org,DC,P33Z,"TO PROMOTE THE PHYSICAL, SOCIAL, EMOTIONAL AND COGNITIVE DEVELOPMENT OF CHILDREN FROM THREE MONTHS UP TO KINDERGARTEN AGE.",B,809,75,Human Services
521182326,DUMBARTON ARTS AND EDUCATION INC,Ingrid,office@dumbartonconcerts.org,DC,A69Z,"TO PRESENT PROGRAMS THAT PROMOTE COMMUNITY, ACCESSIBILITY, AND A LOVE OF THE ARTS AND LEARNING THROUGHOUT GREATER WASHINGTON, D.C.",B,780,75,Arts & Culture
522118391,STEPAFRIKA USA INC,Ann,info@stepafrika.org,DC,A62,TO PROMOTE AND PRESERVE THE TRADITION OF STEPPING AND IT'S CONNECTIONS TO ART FORMS AROUND THE WORLD.,B,780,75,Arts & Culture
810785113,DUPONT CIRCLE BUSINESS IMPROVEMENT,Colleen,info@dupontcirclebid.org,DC,S41,THE MISSION OF THE DUPONT CIRCLE BUSINESS IMPROVEMENT DISTRICT IS TO CREATE A VIBRANT AND DYNAMIC NEIGHBORHOOD TO STIMULATE VISITATION AND GROW BUSINESSES.,B,170,75,Community Improvement
521918702,ACCESS HOUSING INC DC,Gregory,info@accesshousingdc.org,DC,L41,"Provide housing, job training and counseling services to homeless veterans.",B,146,75,Housing
522254430,WASHINGTON IRELAND PROGRAM FOR SERVICE &,Bryan,office@wiprogram.org,DC,Q410,"(SEE SCHEDULE O)CREATING NEW OPPORTUNITIES FOR THE YOUNG PEOPLE OF NORTHERN IRELAND AND THE REPUBLIC OF IRELAND WHO HAVE GROWN UP WITH THE EFFECTS OF VIOLENCE AND SECTARIAN CONFLICT. WE PROVIDE TRAINING IN CITIZEN LEADERSHIP AND HUMAN RIGHTS IN ORDER TO LAY A NEW FOUNDATION OF CIVIC CULTURE BUILT ON ACTIVE PARTICIPATION, JUSTICE, AND RESPECT. THE PROGRAM PROVIDES ELIGIBLE STUDENTS A SUMMERS IMMERSION IN POLITICS, PROFESSIONAL LIFE, AND AMERICAN CULTURE. WE EMPHASIZE COMMUNITY BUILDINGS THROUGH THE STUDY AND PRACTICE OF ACTIVE LISTENING, DIALOGUE, AND CONFLICT RESOLUTION IN WORKSHOPS AND DISCUSSION GROUPS.",B,1105,75,International
521667358,GEORGETOWN FAMILY CENTER,Randall,info@thebowencenter.org,DC,P45Z,"EDUCATION, DEVELOPMENT AND RESEARCH IN BOWEN FAMILY SYSTEMS THEORY AND ITS MANY APPLICATIONS.",B,809,75,Human Services
475494358,THE SUMMER LEARNING COLLABORATIVE INC,Ananya,info@summercollab.com,DE,N20,THE SUMMER LEARNING COLLABORATIVE'S PURPOSE IS TO SOLVE CORE CAPACITY ISSUES SHARED BY SUMMER CAMP PROVIDERS TO EXECUTE HIGH QUALITY LEARNING EXPERIENCES FOR LOW INCOME YOUTH.,B,18,,Recreation
510298556,INTERFAITH COMMUNITY HOUSING OF DELAWARE,Darlene,info@ichde.org,DE,L21,"INTERFAITH COMMUNITY HOUSING OF DELAWARE, INC. SERVES AS A CATALYST FOR REVITALIZING AND STRENGTHENING NEIGHBORHOODS BY PROVIDING SUSTAINABLE HOUSING AND HOMEOWNERSHIP SERVICES THAT SUPPORT LOW-AND MODERATE-INCOME HOUSEHOLDS.",B,29,30,Housing
516018055,OPERADELAWARE INC,Sharon,info@operade.org,DE,A6A0,"OPERADELAWARE IS A PROFESSIONAL NON-PROFIT OPERA COMPANY WITH A REPUTATION FOR EXCELLENCE IN BOTH OPERA AND ARTS EDUCATION. OPERADELAWARE OPENS THE DOOR TO BOLD, VIBRANT AND CREATIVE OPERATIC PROGRAMMING THAT ENRICHES THE COMMUNITY, TRANSFORMS AUDIENCES, AND ENCOURAGES DIALOGUE.",B,59,60,Arts & Culture
510410508,FAITHFUL FRIENDS INC,Jane,info@faithfulfriends.us,DE,D20,"To end the neglect, abandonment and killing of pets in Delaware, and enrich the lives of people, by advocating and providing compassionate animal-related welfare and social services.",B,44,45,Animal-Related
990375496,CEPA FOUNDATION INC,Harald,info@cepa-foundation.org,DE,Q22,"TO BUILD BRIDGES OF UNDERSTANDING BETWEEN CULTURES THROUGH INTERNATIONAL EDUCATION, LEADERSHIP, AND GLOBAL ENGAGEMENT.",B,17,,International
510164850,BRANDYWINE COMMUNITY RESOURCE,Allison,contact@king-theme.com,DE,P20Z,"WE ENHANCE THE COMMUNITY BY ADDRESSING THE HUMAN NEEDS OF WELLNESS, BELONGINGNESS AND ESTEEM.",B,79,75,Human Services
753012108,INTERNATIONAL FRINGE FESTIVAL OF,Doug,info@orlandofringe.org,FL,A60,"THE MISSION OF THE ORLANDO FRINGE IS TO PROVIDE AN ACCESSIBLE, AFFORDABLE OUTLET THAT DRAWS DIVERSE ELEMENTS OF THE COMMUNITY TOGETHER AND INSPIRES CREATIVE EXPERIENCES THROUGH THE ARTS.",B,675,75,Arts & Culture
592093182,RIVERSIDE CHRISTIAN MINISTRIES INC,Cleveland,info@riverside-house.org,FL,I31Z,"A REHABILITATION CENTER, WHICH PROVIDES HOUSING, JOB PLACEMENT OPPORTUNITIES AND STUDIES PRIMARILY TO EX-CRIMINAL OFFENDERS. MOST OF THE FUNDING RECEIVED BY THE ORGANIZATION IS THROUGH A CONTRACT WITH THE U.S. DEPARTMENT OF JUSTICE, FEDERAL BUREAU OF PRISONS.",B,204,75,Crime/Legal
854196345,CURIOSITY 2 CREATE FOUNDATION,Katie,info@curiosity2create.org,FL,P20,"WE STRIVE TO EQUIP K-12 EDUCATORS AND STUDENTS WITH THE SKILLS NEEDED TO EMBRACE THEIR INNATE CURIOSITY AND ENCOURAGE CREATIVE AND CRITICAL THINKING BY PROVIDING TAILORED, PRACTICAL, AND LEADING-EDGE TRAINING AND RESOURCES.",B,1299,75,Human Services
475074106,Wellington Volleyball Academy Inc,Nestor,info@gauztech.com,FL,N60,"Wellington Volleyball Academy was established to provide opportunities for improving the volleyball abilities of boys and girls in ages 5 to 18 to promote the principles of teamwork, individual responsibility, and good sportsmanship through participation in competitive volleyball activities.",B,297,75,Recreation
592246692,TACOLCY ECONOMIC DEVELOPMENT CORPORATION,Carol,info@TEDcBuilds.org,FL,S30Z,"TACOLOCY ECONOMIC DEVELOPMENT CORPORATION WAS FORMED TO DEVELOP LOW-INCOME HOUSING, PROVIDE PROPERTY MANAGEMENT SERVICES, COMMERCIAL DEVELOPMENT AND A JOBS PROGRAM",B,169,75,Community Improvement
842792176,THE ALLAPATTAH COLLABORATIVE,Ahmed,info@AllapattahCDC.org,FL,S20,"THE ORGANIZATION IMPLEMENTS PLACEMAKING TECHNIQUES TO FOSTER IDENTITY, SUPPORT WEALTH-BUILDING STRATEGIES FOR MARGINALIZED COMMUNITIES OF COLOR AND ADVOCATE FOR POLICIES AND PROCEDURES THAT SUPPORT EQUITABLE, COMPREHENSIVE AND SUSTAINABLE COMMUNITY DEVELOPMENT.",B,169,75,Community Improvement
840832744,HARVESTING IN SPANISH,Teri,info@harvesting.org,FL,Q300,"To reach people for Christ and to provide training, resources and opportunities to serve Him through child care, education, health care and Christian literature.",B,478,75,International
860947944,LITTLE STAR FOUNDATION INC,Andrea,info@littlestar.org,FL,P30,"TO PROVIDE FREE NATIONWIDE LONG TERM CARE & BETTER QUALITY OF LIFE PROGRAMS TO CHILDREN WITH CANCER, FAMILIES, CAREGIVERS, COMMUNITIES IN NEED W/ FINANCIAL ASSISTANCE, THERAPEUTIC, WISH & EDUCATIONAL PROGRAMS.",B,1299,75,Human Services
454474058,RETIRED POLICE CANINE FOUNDATION INC,Richard,info@policek9help.com,FL,D60,THE RETIRED POLICE CANINE FOUNDATION ALSO OPERATES UNDER THE NAME HELP OUR MILITARY AND POLICE DOGS AND WORKS TO RAISE AWARENESS AND EDUCATE THE PUBLIC ABOUT WHY GOVERNMENTS AND THE MILITARY SHOULD PROVIDE FREE VETERINARY CARE AND GIVE THESE DOGS ACCESS PRIVILIGES,B,592,75,Animal-Related
260878064,HONOR SANCTUARY INC,Dari,info@honoranimalrescue.org,FL,D20,"TO SAVE THE LIVES OF HOMELESS PETS BY CHANGING THE WAY OUR COMMUNITY VIEWS ANIMAL SHELTERING AND SHELTER PETS. TO PROVIDE AN EDUCATIONAL AND FAMILY FRIENDLY ENVIRONMENT THAT WILL CHANGE THEIR FUTURE ONE ANIMAL, ONE FAMILY, AND ONE GENERATION AT A TIME.",B,592,75,Animal-Related
431963410,HOUSING & EDUCATION ALLIANCE INC,Dan,info@heausa.org,FL,L80,"TO PROVIDE AND SUSTAIN HOMEOWNERSHIP OPPORTUNITIES THROUGH SERVICES IN HOMEBUYER EDUCATION, COUNSELING, LENDING AND THE DEVELOPMENT OF AFFORDABLE HOUSING.",B,337,75,Housing
650848128,COMMUNITY COALITION INC,Aleida,info@communitycoalitioninc.org,FL,J20,"COMMUNITY COALITION, INC. IS A LOCAL NON-PROFIT 501(C)(3) AGENCY THAT HAS BEEN SERVING MIAMI-DADE COUNTY RESIDENTS SINCE 1998. OUR AGENCY IS COMMITTED TO PROVIDING SERVICES TO THOSE WHO NEED ASSISTANCE AND GUIDANCE TO MEET THEIR NEEDS. WE OFFER A WIDE RANGE OF PROGRAMS IN SEVERAL AREAS OF SERVICES, WHICH INCLUDE, EMPLOYABILITY SKILLS TRAINING, JOB TRAINING AND JOB PLACEMENT FOR YOUNG ADULTS AND OUT-OF-SCHOOL YOUTH, AFTER-SCHOOL CARE FOR LOW-INCOME FAMILIES, AND ELDERLY CASE MANAGEMENT. THE MAJORITY OF OUR SERVICES ARE COUNTYWIDE.",B,80,75,Employment
911901103,Urban Youth Impact Inc,Christopher,info@urbanyouthimpact.com,FL,X20,"Urban Youth Impact exists to love, equip, and empower inner-city youth to fulfill their God-given purpose.",B,639,75,Religion
454708248,Center for Trauma Counseling Inc,Helya,info@palmbeachmentalhealth.org,FL,F60,Mission of the Trauma Center is to ensure the immediate availability of cost-effective mental health interventions to serve the most in need Palm Beach County residents impacted by trauma related experiences.,B,208,75,Mental Health
010612200,Servant's Heart International Ministry Inc,Chip,info@servantsheartministry.org,FL,K30,"Servants Heart Ministry is a faith-based organization established to feed children, seniors, and other vulnerable individuals through community partnerships",B,361,75,Food/Agriculture
134341209,THE ALLIANCE FOR FLORIDA'S NATIONAL,Don,info@floridanationalparks.org,FL,N32,"THE ALLIANCE FOR FLORIDA'S NATIONAL PARKS TRUST IS A PARTNERSHIP ORGANIZATION THAT SUPPORTS SOUTH FLORIDA'S FOUR NATIONAL PARKS -- EVERGLADES NATIONAL PARK, BISCAYNE NATIONAL PARK, DRY TORTUGAS NATIONAL PARK AND BIG CYPRESS NATIONAL PRESERVE THROUGH FUNDRAISING AND COMMUNITY OUTREACH.",B,297,75,Recreation
593124840,BOYS AND GIRLS CLUB OF CITRUS COUNT,Chad,info@bgccitrus.org,FL,O23Z,"THE BOYS AND GIRLS CLUB OF CITRUS COUNTY, INC. IS A YOUTH DEVELOPMENT AGENCY WITH IT'S HEADQUARTERS LOCATED IN HOMOSASSA FLORIDA. THE CLUB DELIVERS PROGRAMS DEDICATED TO THE HEALTH, SOCIAL, EDUCATIONAL,VOCATIONAL AND CHARACTER DEVELOPMENT AND GUIDANCE OF YOUTH 6-18 YEARS",B,371,75,Youth Development
